Año,Pre_Var,Ind_Var12
2018,5.845576184166168,7.96019900497511
2019,8.934865315567887,8.787911263530134
2020,13.596121245850412,9.412865727514541
2021,9.245771955198624,7.959303110791005
2022,11.740029689000075,8.291301360000048
