id_Estab,razon.social,nombre.sucursal,direccion,ccz,barrio,cajas,cadena,long,lat,ciudad,depto,id.depto,localidad,lat_rad,lon_rad,secc,test
880,FARMASHOP,Farmashop 111,Ellauri 411,,Pocitos,2.0,Farmashop,-34.922497,-56.15888,Montevideo,Montevideo,1.0,1020.0,-0.9801573602323932,-0.6095125556678421,,
881,Ta Ta S.A.,TaTa - Paso de los Toros,Leandro Gomez 325,,Interior,6.0,Ta - Ta,-32.81455,-56.50623,Paso de los toros,Tacuaremb�,18.0,18321.0,-0.9862197613891954,-0.5727219400603052,,
882,Coboe S.A.,Farmashop 112,Av. Grito de Asencio 1751,,Interior,2.0,Farmashop,-34.92249722,-56.15888036,Dolores,Soriano,17.0,17321.0,-0.9801573665155784,-0.6095125595075664,,
883,Ta Ta S.A.,TaTa - 21 de setiembre,21 de Setiembre 2738,,Punta Carretas,3.0,Ta - Ta,-34.91728,-56.15783,Montevideo,Montevideo,1.0,1020.0,-0.9801390342752472,-0.6094215018407656,,
884,Coboe S.A.,Farmashop 113,Lezica  6394,,Lezica ,2.0,Farmashop,-34.79576,-56.2484,Montevideo,Montevideo,1.0,1020.0,-0.9817197789787784,-0.6073005777337421,,
885,Caldiran S.A.,Supermercado Viter 2,Mill�n  5956,,Conciliaci�n,2.0,Sin Cadena,-34.82563,-56.24021,Montevideo,Montevideo,1.0,1020.0,-0.9815768365130401,-0.6078219075813128,,
886,Altamirano SRL,Supermercado 5 Estrellas 1,Altamirano  3246,,Mercado Modelo,2.0,Supermercados 5 estrellas,-34.86947135,-56.16113804,Montevideo,Montevideo,1.0,1020.0,-0.9801967704650348,-0.608587083487332,,
887,Altamirano SRL,Supermercado 5 Estrellas 2,General Flores  3342,,Brazo Oriental,1.0,Supermercados 5 estrellas,-34.86748305,-56.17186822,Montevideo,Montevideo,1.0,1020.0,-0.9803840474353666,-0.6085523811058146,,
888,Altamirano SRL,Supermercado 5 Estrellas 3,8 de Octubre 3066,,La Blanqueada,1.0,Supermercados 5 estrellas,-34.88291558,-56.15372609,Montevideo,Montevideo,1.0,1020.0,-0.9800674075335417,-0.6088217295662275,,
889,Altamirano SRL,Supermercado 5 Estrellas 4,Luis Alberto de Herrera 3444,,Brazo Oriental,2.0,Supermercados 5 estrellas,-34.86773062,-56.1702267,Montevideo,Montevideo,1.0,1020.0,-0.9803553975066291,-0.6085567020174438,,
890,Altamirano SRL,Supermercado 5 Estrellas 5,Convenci�n 1449,,Centro,2.0,Supermercados 5 estrellas,-34.90449416,-56.19726605,Montevideo,Montevideo,1.0,1020.0,-0.9808273231917284,-0.6091983468351324,,
891,Altamirano SRL,Supermercado 5 Estrellas 6,Arellano 4034,,Villa Espa�ola,2.0,Supermercados 5 estrellas,-34.86000587,-56.1446049,Montevideo,Montevideo,1.0,1020.0,-0.9799082127363417,-0.6084218796960504,,
892,Coboe S.A.,Farmashop 117,Av Jose Belloni 4371,,Manga,2.0,Farmashop,-34.82396606,-56.14094175,Montevideo,Montevideo,1.0,1020.0,-0.9798442787078473,-0.6077928663497572,,
893,Henderson y Cia.  S.A.,Tienda Inglesa Libertad,Libertad 2475,,Pocitos,6.0,Tienda Inglesa,-34.911634,-56.15968198,Montevideo,Montevideo,1.0,1020.0,-0.9801713574239284,-0.6093229605511981,,
894,Henderson y Cia.  S.A.,Tienda Inglesa Car One,Ruta Interbanearia y Camino de los Horneros,,Interior,22.0,Tienda Inglesa,-34.81608469,-55.97961724,Altos la Tahona,Canelones,3.0,3997.0,-0.9770286348441808,-0.6076553104936893,,
895,Polakof  y C�a.  S.A.,El Dorado Carmelo,Avda. Jos� Batlle y Ordo�ez y Ruta 21 0,,Interior,8.0,El Dorado,-34.0149582,-58.2753563,Carmelo,Colonia,5.0,5321.0,-1.0170968402078204,-0.5936730155182439,,
896,Costa Verde SRL,Costa Verde ,25 de Agosto esquina Ituzaing� 1,,Interior,5.0,Sin Cadena,-34.7678251,-55.6543078,Costa Azul,Canelones,3.0,3826.0,-0.9713509140283618,-0.6068130217525268,,
897,Gramar SRL,La Cueva,Rambla Florencio Sanchez y Diagonal 11 11,,Interior,4.0,Sin Cadena,-34.7574652,-55.7016703,Parque del Plata,Canelones,3.0,3627.0,-0.9721775455953376,-0.6066322073873494,,
898,Supermercado Fuentes SRL,Super Fuentes,Juan Caruso 33 33,,Interior,5.0,Sin Cadena,-34.7660359,-55.5895271,San Luis,Canelones,3.0,3834.0,-0.9702202775216151,-0.6067817943215501,,
899,Italplan S.A,Super K-53,Av. Treinta y Tres S.N esquina R. Mackinnon 1,,Interior,4.0,Sin Cadena,-34.758663,-55.6764521,La Floresta,Canelones,3.0,3724.0,-0.9717374049739111,-0.6066531129411298,,
900,Minkely S.A, El Tano,Av. Artigas 1768 1768,,Interior,4.0,Sin Cadena,-34.8523552,-55.2765026,Piri�polis,Maldonado,10.0,10523.0,-0.9647569693572061,-0.6082883503145667,,
901,Repetto & cia srl.,Super 2 Hermanos,"Jose Enrique Rodo 205, Esq Aparicio Saravia 205",,Interior,5.0,Sin Cadena,-34.5249947,-56.278136,Canelones,Canelones,3.0,3320.0,-0.9822387700851516,-0.6025748317485919,,
902,Repetto & cia srl.,Super San Ramon,Av. Batlle y Ordo�ez 1545 1545,,Interior,6.0,Sin Cadena,-34.292732,-55.9573009,San Ram�n,Canelones,3.0,3422.0,-0.9766391412341863,-0.5985210829040201,,
903,Repetto & cia srl.,Santa Rosa,Tomas Berreta s/n esq Baltasar Brum 1,,Interior,3.0,Sin Cadena,-34.5002411,-56.0404601,Santa Rosa,Canelones,3.0,3526.0,-0.9780905430775106,-0.6021427999268701,,
904,Lerna S.A,Super Uno,"Ex Ruta 1, km. 28.5 1",,Interior,4.0,Sin Cadena,-34.7671024,-56.3924088,Ciudad del Plata,San Jos�,16.0,16824.0,-0.9842332066906244,-0.6068004082580226,,
905,Lerna S.A,Super Dos,"Ex Ruta 1, km. 26 1",,Interior,3.0,Sin Cadena,-34.7710507,-56.3850488,Ciudad del Plata,San Jos�,16.0,16824.0,-0.9841047504576776,-0.6068693190928791,,
906,Clubel S.A,Hiperprecios,Camino de los Gauchos esq. Basilio Araujo 1,,Interior,4.0,Sin Cadena,-34.9046894,-54.9435117,Maldonado,Maldonado,10.0,10320.0,-0.958945181773027,-0.609201754415964,,
907,Waytop S.A,Del sol,Roman Guerra 846 esq Florida 846,,Interior,5.0,Sin Cadena,-34.9084904,-54.956456,Maldonado,Maldonado,10.0,10320.0,-0.9591711024273929,-0.6092680943808323,,
908,Kampante SRL,Kampante ,Uruguayana 3500 3500,,Capurro ,3.0,Sin Cadena,-34.8700655,-56.2089082,Montevideo,Montevideo,1.0,1020.0,-0.9810305170412394,-0.6085974533610828,,
909,Ebizoy S.A.,Almenara mall,Ruta IB Km 22.500 Esq julia de Almenara 1,,Interior,7.0,Sin Cadena,-34.8265896,-55.9973516,Ciudad de la Costa,Canelones,3.0,3831.0,-0.9773381578169148,-0.607838655760815,,
910,Coboe S.A.,Farmashop 114,Av. Lezica 6326,,Lezica,2.0,Farmashop,-34.79711669,-56.2468139,Montevideo,Montevideo,1.0,1020.0,-0.9816920963115126,-0.607324256441171,,
911,Coboe S.A.,Farmashop 118,Uruguay esq. Rio Negro,,Interior,2.0,Farmashop,-34.80104599,-55.92009938,Ciudad de la Costa,Canelones,3.0,3831.0,-0.9759898522234398,-0.6073928356634696,,
912,Coboe S.A.,Farmashop 102,18 de julio 372,,Interior,2.0,Farmashop,-31.39232352,-57.96196318,Salto,Salto,15.0,15120.0,-1.0116270984107227,-0.547899405275256,,
913,Coboe S.A.,Farmashop 115,Veracierto 2563,,Montevideo,2.0,Farmashop,-34.8712967,-56.1173544,Montevideo,Montevideo,1.0,1020.0,-0.9794326017885271,-0.6086189418548333,,
914,Coboe S.A.,Farmashop 116,Luis A. de Herrera 1160,,Interior,2.0,Farmashop,-34.28770933,-57.2323165,Nueva Helvecia,Colonia,5.0,5421.0,-0.9988923614684773,-0.598433420775279,,
915,Coboe S.A.,Bela 14,Bvar. Artigas  1825,,Tres Cruces,2.0,Farmashop,-34.89381003,-56.16634226,Montevideo,Montevideo,1.0,1020.0,-0.980287601239033,-0.6090118735889213,,
916,Coboe S.A.,Farmashop 122,Av. Leandro Gomez y Manolo Lima 0,,Interior,2.0,Farmashop,-34.90011054,-54.99282218,Maldonado,Maldonado,10.0,10320.0,-0.9598058120047657,-0.6091218382329762,,
917,Coboe S.A.,Farmashop 123,Ruta 39 y Luis Alberto de Herrera 0,,Interior,2.0,Farmashop,-34.88134837,-54.95110846,Maldonado,Maldonado,10.0,10320.0,-0.9590777702475107,-0.6087943765916572,,
918,Coboe S.A.,Farmashop 124,Ruta interbalnearia KM 118 0,,Interior,2.0,Farmashop,-34.8808555,-55.0505004,Punta Ballena,Maldonado,10.0,10956.0,-0.9608124868504554,-0.608785774387373,,
919,Coboe S.A.,Bela 15,Av. Aparicio Saravia esquina Ituzaingo 0,,Interior,2.0,Farmashop,-34.36761018,-55.23514367,Minas,Lavalleja,9.0,9220.0,-0.9640351198536042,-0.5998279536829211,,
920,Polakof  y C�a.  S.A.,El Dorado Ruta 39,Ruta 39 km 7 0,,Interior,5.0,El Dorado,-34.87945569,-54.949701,Maldonado,Maldonado,10.0,10320.0,-0.9590532054364206,-0.6087613430939707,,
921,Polakof  y C�a.  S.A.,El Dorado Nueva Palmira,Argentina y Jos� Enrique Rod� 0,,Interior,5.0,El Dorado,-33.87366623,-58.40925223,Nueva Palmira,Colonia,5.0,5423.0,-1.0194337650413403,-0.5912070054351147,,
922,Polakof  y C�a.  S.A.,El Dorado Balneario Argentino,Calle 49 y Calle 25 0,,Interior,4.0,El Dorado,-34.88933388,-54.79593859,Buenos Aires,Maldonado,10.0,10973.0,-0.9563695451161192,-0.6089337500336083,,
923,Coboe S.A.,Farmashop 120,Florida 784,,Interior,2.0,Farmashop,-34.90827585,-54.95825387,Maldonado,Maldonado,10.0,10320.0,-0.9592024811784157,-0.6092643497769222,,
5000,ANCAP,ANCAP,,,,,,,,Uruguay,Uruguay,,,,,,
5501,BCU,BCU,,,,,,,,Uruguay,Uruguay,,,,,,
6000,BPS,BPS,,,,,,,,Uruguay,Uruguay,,,,,,
7000,INE,INE,,,,,,,,Uruguay,Uruguay,,,,,,
7001,INALE,INALE,,,,,,,,Uruguay,Uruguay,,,,,,
