id_Producto,Año,Mes,Cod_AnoMes,PrEsp,Precio,Pre_Var,Ind_Var12,Pre_Var12Acum,Ind_Var12Acum,producto,marca,especificacion,nombre,Producto,Subclase,Clase,Grupo,Division,Denominación Division,Denominación Grupo,Denominación Clase
12,2021,12,202112,False,62.00667512690356,1.048077775334846,1.07959303110791,1.4991152138473332,1.3873076478074737,Agua de mesa con gas,Salus,"Envase 2,25 lt.","Agua de mesa con gas Salus Envase 2,25 lt.",11111030,11111,1111,111,11,RESTAURANTES Y SERVICIOS DE,Servicios de alimentos y bebidas,"Restaurantes, cafés y similares"
12,2022,12,202212,False,67.73943548387098,1.0924539228274164,1.0829130136,1.6377142961377802,1.5023335056775189,Agua de mesa con gas,Salus,"Envase 2,25 lt.","Agua de mesa con gas Salus Envase 2,25 lt.",11111030,11111,1111,111,11,RESTAURANTES Y SERVICIOS DE,Servicios de alimentos y bebidas,"Restaurantes, cafés y similares"
13,2017,12,201712,False,155.63367346938776,1.0,1.0,1.0,1.0,Aguja vacuna,Con Hueso - Sin Marca,1 kg.,Aguja vacuna Con Hueso - Sin Marca 1 kg.,01122107,01122,0112,011,01,ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,Alimentos,Carne y otros productos derivados
13,2018,12,201812,False,166.1742857142857,1.0677270670924004,1.079601990049751,1.0677270670924004,1.079601990049751,Aguja vacuna,Con Hueso - Sin Marca,1 kg.,Aguja vacuna Con Hueso - Sin Marca 1 kg.,01122107,01122,0112,011,01,ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,Alimentos,Carne y otros productos derivados
13,2019,12,201912,False,234.74950980392157,1.4126704910743033,1.0878791126353013,1.5083465202027468,1.1744764549346287,Aguja vacuna,Con Hueso - Sin Marca,1 kg.,Aguja vacuna Con Hueso - Sin Marca 1 kg.,01122107,01122,0112,011,01,ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,Alimentos,Carne y otros productos derivados
13,2020,12,202012,False,267.4972602739726,1.1395008257840629,1.094128657275145,1.7187621053395477,1.2850283466388976,Aguja vacuna,Con Hueso - Sin Marca,1 kg.,Aguja vacuna Con Hueso - Sin Marca 1 kg.,01122107,01122,0112,011,01,ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,Alimentos,Carne y otros productos derivados
13,2021,12,202112,False,296.64758620689656,1.1089742971687562,1.07959303110791,1.9060629977692165,1.3873076478074737,Aguja vacuna,Con Hueso - Sin Marca,1 kg.,Aguja vacuna Con Hueso - Sin Marca 1 kg.,01122107,01122,0112,011,01,ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,Alimentos,Carne y otros productos derivados
13,2022,12,202212,False,258.8098591549296,0.8724488962280749,1.0829130136,1.6629425585449285,1.5023335056775189,Aguja vacuna,Con Hueso - Sin Marca,1 kg.,Aguja vacuna Con Hueso - Sin Marca 1 kg.,01122107,01122,0112,011,01,ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,Alimentos,Carne y otros productos derivados
14,2017,12,201712,False,191.25520833333334,1.0,1.0,1.0,1.0,Aguja vacuna,Sin Hueso - Sin Marca,1 kg.,Aguja vacuna Sin Hueso - Sin Marca 1 kg.,01122107,01122,0112,011,01,ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,Alimentos,Carne y otros productos derivados
14,2018,12,201812,False,195.51392045454543,1.022267169392792,1.079601990049751,1.022267169392792,1.079601990049751,Aguja vacuna,Sin Hueso - Sin Marca,1 kg.,Aguja vacuna Sin Hueso - Sin Marca 1 kg.,01122107,01122,0112,011,01,ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,Alimentos,Carne y otros productos derivados
